transaction_id,booking_jurisdiction,regulator,booking_datetime,value_date,amount,currency,channel,product_type,originator_name,originator_account,originator_country,beneficiary_name,beneficiary_account,beneficiary_country,swift_mt,ordering_institution_bic,beneficiary_institution_bic,swift_f50_present,swift_f59_present,swift_f70_purpose,swift_f71_charges,travel_rule_complete,fx_indicator,fx_base_ccy,fx_quote_ccy,fx_applied_rate,fx_market_rate,fx_spread_bps,fx_counterparty,customer_id,customer_type,customer_risk_rating,customer_is_pep,kyc_last_completed,kyc_due_date,edd_required,edd_performed,sow_documented,purpose_code,narrative,is_advised,product_complex,client_risk_profile,suitability_assessed,suitability_result,product_has_va_exposure,va_disclosure_provided,cash_id_verified,daily_cash_total_customer,daily_cash_txn_count,sanctions_screening,suspicion_determined_datetime,str_filed_datetime,fx_anomaly,amount_ratio_daily,anomaly_score,is_anomaly
606e7bcb-2e47-4736-b070-78e49141bd80,SG,MAS,2024-01-27 13:56:41,27/1/2024,1198391.31,USD,Cheque,wire_transfer,Christina Clark,GB34MBUX62597647009299,CH,Joy Johnson,GB63FSCK44853174939054,SG,MT202COV,WWNMAJQL,MKUSBQQJ,True,True,Inside may one go whatever need president.,OUR,True,True,EUR,CNY,1.361133,1.358416,20,Harris-Gibson,CUST-781217,individual,High,False,26/1/2021,26/1/2022,True,True,True,INV,Ever watch most make bag simply same could speak.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,0.0027169999999998584,1198391310000.0,-0.006302799515920443,1
46ce315b-8db6-4c97-80ca-f02e33d3f0e5,HK,HKMA/SFC,2024-08-26 11:14:26,26/8/2024,27314.67,CNY,SEPA,wire_transfer,Nicole Stuart,GB22OSOY26337867489727,HK,Taylor Carlson,GB96JAMI96035667548801,AE,MT202COV,QKZHAUQX,SVMSDYAQ,True,True,Happen small work mind but must.,OUR,True,True,CHF,SGD,1.242732,1.237781,40,Yoder PLC,CUST-118132,individual,Medium,False,21/3/2023,20/3/2024,False,True,True,SVC,Yourself clear those rule traditional pretty various your.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,0.004950999999999928,27314670000.0,-0.002349017131828668,1
970704d6-0987-4ba7-9707-80ef7347d6da,CH,FINMA,2024-04-01 19:10:51,1/4/2024,25723.72,CHF,Cash,cash_deposit,Kevin Weber,GB38OYYF59656110878251,ID,Paul Foster,GB16TMLO94731925374291,AE,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-565530,corporate,High,False,11/9/2023,9/3/2024,True,True,True,GDS,While drop big season total move service success.,False,False,Balanced,True,match,False,True,True,42406.8,5,potential,,,0.0,0.6065942254401041,-0.01719821533066923,1
52d06449-1559-4a6a-ad0e-e09d484131aa,SG,MAS,2024-09-01 15:14:54,1/9/2024,1815632.13,JPY,Cheque,fx_conversion,Jodi Roberts,GB91ERKC35300665495428,SG,Alexander Harrison,GB26KMNM70262488911005,CH,,,,True,True,,,True,True,CHF,JPY,1.176916,1.173396,30,Rodriguez-Gilbert,CUST-612721,domiciliary_company,Medium,True,26/1/2021,25/7/2021,True,True,True,SVC,Central instead according without none even begin believe particular.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,0.0035199999999999676,1815632130000.0,-0.008943440645584277,1
2b49746d-06d5-430b-afed-bbf53d85418b,SG,MAS,2025-02-01 09:57:10,1/2/2025,9989080.76,USD,SWIFT,wire_transfer,Courtney Silva,GB33JUZI53096421467058,RU,Travis Stevens,GB02VFES72614410835575,AE,MT202COV,VWWUFEIK,WFCLOGGQ,True,True,Never compare wear.,BEN,True,True,GBP,CHF,1.975864,1.97389,10,"Gordon, Flores and Kennedy",CUST-547179,corporate,High,False,15/12/2020,15/12/2022,True,True,True,FAM,Center speech right hair start million organization perhaps shoulder.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,0.0019740000000001423,9989080760000.0,-0.05051486787763071,1
6db6ddaf-36f0-4958-9d6d-fb1a52f3d7d5,HK,HKMA/SFC,2025-01-07 08:58:13,7/1/2025,2624077.06,CHF,Cheque,fx_conversion,Amber Vasquez,GB69FEYJ84459857627256,AU,Madison Howard,GB68INBM60051765386572,CH,,,,True,True,,,True,True,HKD,CNY,1.92855,1.926623,10,Anderson-Nelson,CUST-493858,individual,Medium,False,18/12/2020,18/12/2021,False,True,True,MED,Fund debate together behavior own behavior no light should.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,0.001927000000000012,2624077060000.0,-0.023100185745082547,1
be12deb3-5d6b-4790-b7cf-4d914ddb5b31,SG,MAS,2024-05-12 05:25:57,12/5/2024,1061693.89,GBP,SEPA,fx_conversion,Mary Smith,GB79COSX39067532705290,JP,Aaron Goodwin,GB29XTOZ24151606431366,CH,,,,True,True,,,True,True,CNY,SGD,1.984457,1.980496,20,"Durham, Huffman and Ramirez",CUST-436048,individual,Low,False,12/9/2022,12/9/2023,False,True,True,FAM,Each young say anyone soon about all recognize piece science.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.003960999999999881,1061693890000.0,-0.004026351998082489,1
feaf1477-c897-4c8a-8f38-3ce18bdc1d73,HK,HKMA/SFC,2025-03-23 19:07:30,23/3/2025,2971403.8,CHF,SWIFT,fx_conversion,Lori Adams,GB56XSTK04960805893693,CH,Samuel Cummings,GB46PDVU99178518516452,FR,,,,True,True,,,True,True,JPY,CHF,0.843268,0.842847,5,"Jones, David and Gibson",CUST-844582,domiciliary_company,High,True,18/12/2019,15/6/2020,True,True,True,MED,Able loss hair nothing.,False,False,Low,True,match,False,True,True,0.0,1,none,,,0.0004210000000000047,2971403800000.0,-0.017159181770467602,1
ef17af21-5fff-4103-b495-4bdc7ed7d062,SG,MAS,2024-04-02 08:47:02,2/4/2024,1655339.13,EUR,SWIFT,fx_conversion,Heidi Lee,GB52EAJL12354251901928,GB,Jesse Hall,GB07UALF89071089368322,AU,,,,True,True,,,True,True,HKD,GBP,1.70918,1.692257,100,Meyers PLC,CUST-711738,individual,High,False,17/6/2022,17/6/2023,True,True,True,EDU,Care position especially style certainly box new walk political pattern.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.01692300000000002,1655339130000.0,-0.02715518025335567,1
7b3e834a-8945-4642-97cf-aa4216731184,HK,HKMA/SFC,2025-01-07 00:01:10,7/1/2025,2183956.14,CNY,Cheque,fx_conversion,Steven Cox,GB98HEXV02879646481754,RU,Tammy Bowers,GB35DTWN71998710082003,RU,,,,True,True,,,True,True,SGD,GBP,0.916635,0.907559,100,"Frazier, Marshall and Elliott",CUST-680314,corporate,Medium,False,24/10/2021,22/4/2022,False,True,True,LEA,See start traditional look prove lot instead.,False,False,High,True,match,False,True,True,0.0,1,none,2025-01-07T01:01:10,2025-01-07T13:01:10,0.009075999999999973,2183956140000.0002,-0.011744692200293727,1
edbd2312-f017-4c91-9785-ae43e1ae2308,SG,MAS,2025-03-27 05:28:49,27/3/2025,2455621.94,SGD,SEPA,fx_conversion,Christopher Rowe,GB30PFZC99754447466718,ID,Jacob Carter,GB78BLJI42291365828195,HK,,,,True,True,,,True,True,CHF,EUR,0.908347,0.798835,1370,Robbins Ltd,CUST-751586,corporate,Medium,False,15/3/2024,15/3/2026,False,True,True,GDS,Bar treat research edge office charge feel design continue time.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.10951200000000005,2455621940000.0,-0.03655030029821793,1
0f155e6d-38e4-4197-81c1-988fbfb8685e,SG,MAS,2024-06-21 11:31:21,21/6/2024,2207750.69,USD,SEPA,fx_conversion,Wayne Villa,GB92HMTH80615615061156,HK,Miss Catherine Welch,GB87VYKK15935485763341,VN,,,,True,True,,,True,True,JPY,EUR,1.753737,1.736373,100,Rocha Inc,CUST-171201,domiciliary_company,Low,False,24/1/2022,24/1/2024,False,True,True,EDU,Hope business word knowledge mouth.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,0.017364000000000157,2207750690000.0,-0.010928870394934231,1
e138c1ed-5344-4612-a4e7-2f067a9770aa,CH,FINMA,2025-08-20 02:31:17,20/8/2025,1306487.67,USD,FAST (SG),fx_conversion,Francis Hanson,GB48BBNY46152066751209,GB,Lynn Santos,GB98SNKW48356112857287,RU,,,,True,True,,,True,True,CNY,CHF,1.221503,1.197552,200,Jimenez PLC,CUST-603588,corporate,High,False,5/2/2020,3/8/2020,True,True,True,SVC,Machine unit certainly science safe soldier player various.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.023951000000000056,1306487670000.0,-0.0038582965334823527,1
d6400557-b922-49d4-b8ac-41a78d2dcf1a,HK,HKMA/SFC,2024-05-11 13:11:36,11/5/2024,2623526.37,USD,RTGS,fx_conversion,Sarah Stewart,GB72XPFX39050951128161,CH,Lisa Alvarez,GB53DADY61387588403413,GB,,,,True,True,,,True,True,USD,JPY,1.263945,1.258909,40,Miller-Meyer,CUST-752928,domiciliary_company,Low,False,31/7/2024,31/7/2025,False,True,True,GDS,Outside plan visit hot everything big base standard follow boy.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,2024-05-11T18:11:36,2024-05-14T06:11:36,0.0050360000000000404,2623526370000.0,-0.0006176488830658133,1
d9249a7d-6936-40c9-aa86-e236e20cb7b1,SG,MAS,2024-10-15 12:47:37,15/10/2024,2634835.71,GBP,FPS (HK),fx_conversion,Nicholas Sweeney,GB90RRHW52193560402149,VN,Chad Morales,GB59JOWS80723955139470,DE,,,,True,True,,,True,True,USD,CNY,0.97341,0.847116,1490,"Wilson, Bates and Rodriguez",CUST-553069,corporate,Low,False,4/9/2021,4/9/2023,False,True,True,SVC,Boy style article matter positive book save class whatever involve herself.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,0.12629400000000002,2634835710000.0,-0.03943703337322729,1
b0333e10-33b7-4ebf-8e37-3d40a74f7eeb,HK,HKMA/SFC,2024-07-24 14:11:34,24/7/2024,1036788.66,EUR,RTGS,fx_conversion,Emily Robinson,GB39KJQZ92118602040112,JP,Steven Sims,GB97YAYN00367429994563,RU,,,,True,True,,,True,True,CHF,EUR,1.563087,1.323835,1807,"Gordon, Colon and Rivera",CUST-467538,domiciliary_company,Medium,False,17/11/2022,16/11/2024,False,True,True,SAL,Campaign point some speech rather owner police black argue.,False,False,High,True,match,False,True,True,0.0,1,none,,,0.2392519999999998,1036788660000.0001,-0.007591466221027077,1
a58087d6-0573-4232-9686-ca31b1f873e4,HK,HKMA/SFC,2025-05-10 20:31:43,10/5/2025,2604487.64,USD,SEPA,fx_conversion,David Ibarra,GB35RPXA15133367688751,VN,Cassie Reyes,GB31RCMD03335171144484,DE,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-376749,corporate,Low,False,30/11/2022,29/11/2024,False,True,True,LEA,Him way six agency anyone coach south.,False,False,High,True,match,False,True,True,0.0,1,none,,,0.0,2604487640000.0005,-0.0029182333067409028,1
9c1dbcae-71bf-4a1e-be05-fe7cba048769,HK,HKMA/SFC,2024-07-25 10:31:55,25/7/2024,71980.56,SGD,FPS (HK),wire_transfer,Mrs. Sara King,GB39FQZZ39123491534720,TH,Christian Stevens,GB85OARN68088869800708,HK,MT202COV,ELDSIGGG,JVXUHNEH,True,True,Unit explain city detail.,SHA,True,True,JPY,GBP,0.564579,0.522814,798,"Davis, White and Martin",CUST-356297,individual,High,False,30/7/2022,26/1/2023,True,False,True,MED,Own fall American provide education camera.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,2024-07-25T17:31:55,2024-07-28T05:31:55,0.04176500000000005,71980560000.0,-0.0029692396822629807,1
89c7be3e-5aa5-40e1-bfe1-f0e40e927922,SG,MAS,2025-10-15 15:46:37,15/10/2025,2759470.6,HKD,FPS (HK),fx_conversion,Ashley Sanchez,GB67PWCZ21447089372350,CH,Angela Stevenson,GB79LJDM00533728663931,US,,,,True,True,,,True,True,USD,CHF,1.906398,1.896913,50,Walker-Anderson,CUST-536680,corporate,High,False,15/6/2020,15/6/2021,True,True,True,SVC,Traditional themselves human majority fall should forget despite resource.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.009484999999999966,2759470600000.0,-0.019476202615663962,1
a684abfd-8586-4f25-9e56-eddffb227d4d,CH,FINMA,2025-07-22 05:51:15,22/7/2025,20244.34,SGD,SWIFT,wire_transfer,Steven Ford,GB67ARVQ93575357325312,ID,Chad Day,GB32IDVJ99376125954782,RU,MT103,LYXIUZVD,YLAHUBQO,True,True,Guess with whom work.,SHA,True,True,HKD,USD,0.836875,0.833541,40,Bell-Miller,CUST-336407,individual,High,False,8/3/2023,7/3/2024,True,True,True,LEA,Also Congress local lead adult small interesting ok space.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.003334000000000059,20244340000.0,-0.0028116873976659074,1
6fd303d1-9f5f-42d8-a9eb-43b14ef65ea7,HK,HKMA/SFC,2024-11-17 05:22:56,17/11/2024,2217835.42,GBP,FAST (SG),fx_conversion,Rachel Collins,GB32EPWG11263739930926,JP,Emma Knox,GB25GOVI52411068564074,CN,,,,True,True,,,True,True,EUR,USD,1.19437,1.079147,1067,Huang-Peterson,CUST-360644,individual,Medium,False,26/9/2024,26/9/2025,False,True,True,GDS,Organization program improve pattern single.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,0.11522299999999985,2217835420000.0,-0.011696296441200793,1
711ccbfd-ae2e-4623-99cc-1885808c81fc,CH,FINMA,2025-02-12 23:20:22,12/2/2025,990733.61,USD,FAST (SG),fx_conversion,Stacie Lopez,GB86SLQM30978722733336,CN,Renee Edwards,GB71TNEF94631997419908,AU,,,,True,True,,,True,True,HKD,SGD,1.637945,1.633046,30,"Maddox, Miller and Davis",CUST-581104,domiciliary_company,Medium,False,1/5/2021,28/10/2021,False,True,True,INV,Per piece mean fine born including phone.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,0.004898999999999987,990733610000.0,-0.0012783007046336947,1
3f4384d0-b1f5-4e2a-8b18-b02dc4105e10,CH,FINMA,2024-09-13 04:40:24,13/9/2024,501795.06,HKD,SEPA,fx_conversion,Casey Ortiz,GB68MNBK05823650742256,VN,Andre Williams,GB17HLQP23177644644050,AE,,,,True,True,,,True,True,SGD,GBP,1.292145,1.194752,815,"Jenkins, Nixon and James",CUST-142048,corporate,Medium,False,3/10/2024,3/10/2026,False,True,True,EDU,Health eye particular little.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.09739300000000006,501795060000.0,-0.02784334243985176,1
94b42c35-d01e-4c2d-9d0a-99f7740d0f87,HK,HKMA/SFC,2025-08-30 19:32:43,30/8/2025,5332178.48,CNY,FPS (HK),wire_transfer,Kathryn Joyce,GB81AKCF50466040785440,SG,Tina Hodges,GB04YGFS22553925900140,JP,MT103,LLSYILXK,LDPCAWMP,True,True,Pull evening hotel help pull.,SHA,False,False,,,0.0,0.0,0,,CUST-481748,individual,Medium,False,16/11/2021,16/11/2022,False,True,True,EDU,Impact fill institution question bank approach probably anything.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,0.0,5332178480000.001,-0.008112459074152423,1
d8ebeed2-636a-4985-8620-6bf84b2e8c34,SG,MAS,2024-09-30 11:54:48,30/9/2024,101986.1,SGD,Cheque,wire_transfer,Jacob Johnson,GB29WKLQ70195905962973,US,Richard Vazquez,GB27VUCB73502064009641,IR,MT202COV,WUCXTGQS,GYWBWWTM,True,True,Whose career two least wear.,SHA,True,True,HKD,USD,1.310244,1.126268,1633,"Atkinson, Peterson and Booth",CUST-646091,corporate,Low,False,15/10/2019,14/10/2020,False,True,True,FAM,Democrat administration station past political decade wife.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,0.18397599999999992,101986100000.00002,-0.004756519235244949,1
bdcf84aa-544a-4024-83f6-5fd4c11cf782,HK,HKMA/SFC,2024-07-03 13:58:35,3/7/2024,1819244.62,CNY,SEPA,wire_transfer,Brad Arroyo,GB84OWGZ10737040853053,CH,Stephen Rodriguez,GB28RBQA86944626771653,DE,MT103,,,False,True,,,True,True,CNY,HKD,2.009401,1.999404,50,Johnson Ltd,CUST-512539,corporate,Low,False,13/6/2022,13/6/2023,False,True,True,TAX,Fall analysis machine moment month special hope could degree.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,0.009997000000000034,1819244620000.0002,-0.009513602309541291,1
f096bb73-df7f-4387-b181-0d19428bb3ab,SG,MAS,2024-03-01 17:56:44,1/3/2024,5918.31,SGD,RTGS,wire_transfer,Nicholas Garcia,GB07XWUJ26770339398149,RU,Mary Newman,GB80BLKZ20052597956452,VN,MT202COV,CUUSRWOA,QDTMQPQO,True,True,Choose task front news.,OUR,True,True,USD,CNY,2.002758,1.999758,15,"Phillips, Sampson and Smith",CUST-355823,individual,High,False,21/1/2022,21/1/2023,True,True,True,LEA,Measure city attorney stop perform interview million.,False,False,High,True,match,False,True,True,0.0,1,potential,,,0.0030000000000001137,5918310000.000001,-0.004119330645045605,1
71f8c518-2cdf-47af-be2b-57a635a8aa36,CH,FINMA,2025-08-10 20:44:37,10/8/2025,1959749.21,HKD,FPS (HK),fx_conversion,Jonathan Galloway,GB44DFMN26088732533500,CN,Dawn Edwards,GB98PPYM70539391830010,SG,,,,True,True,,,True,True,GBP,SGD,1.725833,1.717247,50,Donaldson Inc,CUST-537584,corporate,Medium,False,25/6/2023,24/6/2024,False,True,True,INV,Idea American fact job site church.,False,False,Low,True,match,False,True,True,0.0,1,none,,,0.008585999999999983,1959749210000.0,-0.00014692549379097253,1
f793e1d0-0bd7-4208-bf24-29055dbb2eb2,SG,MAS,2025-08-05 16:27:24,5/8/2025,2086053.91,SGD,SEPA,fx_conversion,Lauren Baker,GB42OIXU97983809889271,HK,Melissa Schwartz,GB24VFLF50301381398558,AE,,,,True,True,,,True,True,CNY,EUR,1.534369,1.532836,10,Hurst Inc,CUST-627853,individual,Medium,True,22/11/2020,21/5/2021,True,True,True,MED,Business over forget although amount summer growth play shoulder.,False,False,Balanced,True,match,False,True,True,0.0,1,none,,,0.0015330000000000066,2086053910000.0,-0.011128009503930336,1
6ce4d1ff-879f-4105-a071-9d4082e236d6,HK,HKMA/SFC,2025-08-11 00:59:56,11/8/2025,977168.96,USD,SEPA,wire_transfer,Gary Patrick,GB31ZEBL24812904524312,US,Jessica Frazier,GB88APBL34120729636178,HK,MT103,,,False,True,,,True,True,SGD,EUR,1.71218,1.70791,25,Cruz PLC,CUST-831741,individual,Medium,False,7/9/2020,6/3/2021,False,True,True,EDU,Factor travel receive big maintain remember break.,False,False,Low,True,match,False,True,True,0.0,1,none,,,0.004269999999999996,977168960000.0,-0.010769124851807699,1
742f7b52-4784-4dbe-bb94-1cb84a945fa4,SG,MAS,2025-03-29 19:20:50,29/3/2025,1814075.3,SGD,Cheque,fx_conversion,Vincent Odonnell,GB89XEDH72565571153401,ID,John Bishop,GB87FFBJ55338168219234,CH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-423211,corporate,Medium,False,18/1/2022,18/1/2023,False,True,True,LEA,Goal similar success miss seem would test.,False,False,Balanced,True,match,False,True,True,0.0,1,potential,,,0.0,1814075300000.0002,-0.00838909699079532,1
251317f9-bc1c-4001-9ddf-2d658f36d903,CH,FINMA,2024-02-22 04:36:17,22/2/2024,274350.96,USD,RTGS,fx_conversion,Elizabeth Griffith,GB33YTRQ02934907551220,SG,Rodney Michael,GB57KDFI03259320731958,FR,,,,True,True,,,True,True,USD,CNY,1.38348,1.356353,200,Reyes-Wilson,CUST-226256,corporate,Low,False,22/3/2020,18/9/2020,False,True,True,SAL,Court human central red pressure already despite base available.,False,False,Low,True,match,False,True,True,0.0,1,potential,,,0.027127000000000123,274350960000.00003,-0.012787108565541216,1
4e39abcf-7270-4b60-a592-26df1f2caa7e,HK,HKMA/SFC,2024-06-09 02:53:12,9/6/2024,160881.32,GBP,Cheque,fx_conversion,Susan Harris,GB30YHIP59892283733279,GB,Katie Chavez,GB62OQRG04571391038206,AE,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-631155,individual,Medium,True,13/6/2024,10/12/2024,True,True,True,GDS,Sister human pull near fall beat decade computer sport top message.,False,False,Balanced,True,match,False,True,True,0.0,1,none,2024-06-09T07:53:12,2024-06-09T19:53:12,0.0,160881320000.0,-0.0026814995200459824,1
9bccc686-f535-4669-bea0-20fad9188146,CH,FINMA,2024-08-21 16:32:16,21/8/2024,20000.0,CHF,RTGS,cash_deposit,Kristen Hoffman,GB20FAMI91663750242617,ID,Patrick Ramirez,GB03UCPP01801858516569,SG,,,,True,True,,,True,True,GBP,CNY,1.254854,1.24243,100,Riley LLC,CUST-779312,individual,Medium,True,1/3/2023,28/8/2023,True,True,True,SAL,Information house score Congress.,False,False,High,True,match,False,True,False,0.0,1,potential,,,0.01242399999999999,20000000000.0,-0.005826755102865677,1
ead53829-81a9-4f0b-8b4b-d59274716680,CH,FINMA,2024-03-07 22:21:13,7/3/2024,2830692.48,USD,Cheque,fx_conversion,Laurie Welch,GB81KFDM47765122120070,FR,Gary Foster,GB56FMME73219178947964,CH,,,,True,True,,,True,False,,,0.0,0.0,0,,CUST-930597,individual,Medium,True,9/12/2023,8/12/2024,True,False,False,TAX,Time shake office remain great suffer box radio role whether.,False,False,Low,True,match,False,True,True,0.0,1,potential,,,0.0,2830692480000.0,-0.006103635201635316,1
